id,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postcode,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
240658,16-25,female,majority,0-9y,high school,working class,0.4177139816231188,True,before 2015,False,True,10238,18000.0,sedan,0,0,0,True
484399,16-25,female,majority,0-9y,high school,working class,0.4095135306516067,False,before 2015,False,False,10238,17000.0,sedan,0,0,0,True
912828,16-25,male,majority,0-9y,high school,middle class,0.5532600531952381,True,after 2015,True,True,32765,8000.0,sedan,0,0,0,True
892754,40-64,male,majority,20-29y,none,poverty,0.3309502618581893,True,before 2015,True,True,10238,13000.0,sedan,3,1,1,False
217,16-25,male,majority,0-9y,none,poverty,,False,before 2015,False,False,10238,17000.0,sedan,0,0,0,False
633896,65+,male,majority,30y+,high school,upper class,0.5006306604427161,True,before 2015,True,True,32765,7000.0,sedan,13,2,3,False
193110,26-39,female,majority,10-19y,university,middle class,0.5519701813636283,True,before 2015,True,False,10238,14000.0,sports car,0,0,0,False
98515,40-64,male,majority,10-19y,high school,middle class,0.6269960497386653,True,before 2015,False,False,10238,13000.0,sedan,1,1,0,False
165623,26-39,male,majority,10-19y,none,poverty,0.2947974807719967,True,before 2015,True,False,10238,15000.0,sedan,0,0,1,False
493590,26-39,male,majority,10-19y,university,middle class,0.5519504952618395,False,after 2015,False,False,10238,17000.0,sedan,0,0,1,False
389792,65+,male,majority,0-9y,university,upper class,0.649820471216227,True,after 2015,True,True,32765,9000.0,sedan,0,0,0,True
642614,40-64,male,majority,20-29y,high school,middle class,0.5218044346397632,True,after 2015,True,True,92101,7000.0,sedan,2,0,1,False
951465,65+,female,majority,30y+,university,upper class,0.7012683240604196,True,before 2015,True,True,10238,10000.0,sedan,3,1,1,False
496987,16-25,male,majority,0-9y,none,poverty,0.1712440288213211,True,before 2015,True,True,10238,9000.0,sedan,0,0,0,False
732437,16-25,male,majority,0-9y,none,poverty,0.3184419972124171,True,before 2015,False,True,32765,10000.0,sedan,0,0,0,True
146897,26-39,female,majority,0-9y,high school,middle class,0.6046842696715551,True,before 2015,True,True,21217,11000.0,sedan,0,0,0,True
316173,16-25,male,majority,0-9y,university,working class,0.5049948526440377,False,after 2015,False,False,32765,8000.0,sedan,0,0,0,True
9013,26-39,male,majority,10-19y,high school,working class,0.6251466352816216,True,before 2015,False,True,10238,17000.0,sedan,3,0,2,False
511757,40-64,female,majority,10-19y,none,middle class,,True,before 2015,True,True,10238,11000.0,sedan,2,0,1,False
429947,65+,male,majority,30y+,university,upper class,,False,after 2015,False,True,10238,12000.0,sports car,6,0,5,False
485660,40-64,male,majority,10-19y,university,upper class,0.5781305873212035,True,before 2015,False,True,92101,14000.0,sedan,1,0,1,False
80496,65+,male,majority,30y+,high school,upper class,0.7054542902137054,True,before 2015,True,True,10238,10000.0,sedan,5,1,3,False
478336,40-64,male,majority,20-29y,university,upper class,0.6595254905875941,True,after 2015,False,True,10238,16000.0,sedan,4,0,2,False
10843,40-64,male,majority,20-29y,university,upper class,0.5873836120460223,False,after 2015,True,True,32765,9000.0,sedan,10,2,0,False
397446,16-25,male,majority,0-9y,none,poverty,0.4064824253974476,False,before 2015,False,False,10238,16000.0,sedan,0,0,0,True
101678,26-39,female,majority,10-19y,high school,poverty,0.2857471319596469,False,before 2015,False,True,10238,13000.0,sedan,1,0,0,True
231661,40-64,male,majority,20-29y,high school,middle class,0.5022849652731057,False,before 2015,False,False,10238,14000.0,sports car,3,0,4,False
173782,65+,male,majority,20-29y,high school,upper class,0.6256257210210231,True,after 2015,True,True,10238,7000.0,sedan,7,0,5,False
921097,40-64,female,majority,20-29y,university,upper class,,True,after 2015,True,True,92101,11000.0,sedan,3,0,2,False
98839,26-39,female,minority,10-19y,university,working class,0.3931531299744003,True,before 2015,False,True,32765,12000.0,sedan,1,0,0,False
105372,26-39,female,minority,10-19y,none,working class,0.5039497598168121,False,before 2015,False,True,10238,14000.0,sedan,1,0,0,False
888828,40-64,male,majority,20-29y,university,upper class,0.6586274302571438,True,before 2015,True,False,10238,14000.0,sedan,3,0,2,False
37454,26-39,female,majority,0-9y,high school,working class,0.5241464657501199,False,before 2015,False,False,10238,17000.0,sedan,0,0,0,True
370044,65+,male,majority,20-29y,university,upper class,0.5531007570628673,False,after 2015,True,True,32765,7000.0,sedan,9,0,1,False
768282,16-25,female,majority,0-9y,university,working class,0.4475509489142775,False,before 2015,True,True,10238,8000.0,sedan,0,0,0,True
738729,16-25,female,majority,0-9y,none,working class,0.5107331365064207,True,before 2015,True,True,10238,7000.0,sedan,0,0,0,True
437535,26-39,female,majority,10-19y,high school,middle class,,True,after 2015,True,False,10238,15000.0,sedan,0,0,0,False
329536,16-25,female,majority,0-9y,high school,poverty,0.4613735917269193,False,before 2015,False,False,32765,9000.0,sedan,0,0,0,True
328531,40-64,female,majority,20-29y,university,middle class,0.3875569443647317,False,after 2015,False,True,32765,12000.0,sedan,2,0,1,False
123941,40-64,female,majority,20-29y,university,middle class,0.5701572256616224,True,after 2015,True,True,10238,,sedan,0,0,0,False
131881,26-39,male,majority,10-19y,university,working class,0.5501250875743224,True,before 2015,False,False,10238,16000.0,sedan,0,1,0,False
839572,40-64,male,majority,20-29y,high school,working class,0.4529442316093683,False,before 2015,True,True,10238,12000.0,sedan,3,0,1,False
171578,26-39,male,majority,10-19y,university,upper class,,True,before 2015,True,True,10238,8000.0,sedan,2,0,1,False
589757,40-64,female,majority,20-29y,high school,upper class,0.5352743096602144,True,before 2015,True,True,92101,7000.0,sedan,2,0,0,False
336859,16-25,female,majority,0-9y,university,middle class,0.6147359485632915,True,before 2015,False,True,10238,15000.0,sedan,0,0,0,True
788111,40-64,female,minority,20-29y,high school,poverty,0.4544471564329259,True,before 2015,True,True,10238,,sedan,1,0,1,False
407453,40-64,female,majority,0-9y,university,upper class,0.6137409183819416,True,before 2015,False,False,10238,,sedan,0,0,0,False
367026,40-64,female,minority,10-19y,high school,working class,0.5326613280250595,True,before 2015,True,True,10238,11000.0,sedan,0,0,0,False
334687,40-64,female,minority,0-9y,university,middle class,0.4277285143019345,True,before 2015,False,False,10238,15000.0,sedan,0,0,0,True
623367,65+,male,majority,20-29y,university,upper class,0.6859457213719147,True,before 2015,True,True,32765,5000.0,sedan,4,1,4,False
688440,65+,male,majority,10-19y,university,upper class,0.6936124267187082,True,before 2015,True,True,10238,10000.0,sedan,2,0,0,False
547974,65+,male,majority,20-29y,high school,upper class,0.5979905963582334,False,before 2015,True,True,10238,12000.0,sedan,2,1,7,True
989064,26-39,male,majority,0-9y,none,poverty,0.3308186664986927,False,after 2015,True,True,10238,12000.0,sedan,0,0,0,True
422816,40-64,male,majority,20-29y,high school,working class,,True,before 2015,False,False,10238,12000.0,sedan,5,0,7,False
307408,26-39,female,minority,10-19y,none,working class,,True,before 2015,False,True,10238,9000.0,sedan,2,0,0,False
675898,16-25,male,majority,0-9y,high school,middle class,0.5083042183803546,True,before 2015,False,True,10238,16000.0,sedan,0,0,0,False
480452,26-39,female,majority,0-9y,university,upper class,0.7641329165005233,True,before 2015,True,True,10238,12000.0,sedan,0,0,0,False
93199,40-64,female,majority,0-9y,university,middle class,0.4775169603837716,True,after 2015,True,True,10238,14000.0,sedan,0,0,0,False
125802,40-64,female,majority,20-29y,university,upper class,0.6812332078486962,True,before 2015,True,True,10238,10000.0,sedan,0,0,1,False
616663,40-64,male,majority,0-9y,university,upper class,0.4671555457007022,True,after 2015,False,False,10238,16000.0,sedan,0,0,0,False
423497,16-25,female,majority,0-9y,high school,working class,0.3941632454999797,True,before 2015,False,False,10238,16000.0,sedan,0,0,0,True
492837,40-64,female,majority,10-19y,university,upper class,0.6610607322734078,True,after 2015,True,True,10238,14000.0,sedan,0,0,0,False
422563,40-64,male,majority,20-29y,university,upper class,0.6651879748430346,False,before 2015,False,True,10238,14000.0,sedan,2,0,1,False
185231,16-25,female,majority,0-9y,high school,middle class,0.560770206632082,True,before 2015,False,True,10238,11000.0,sedan,0,0,0,False
949152,26-39,female,majority,10-19y,university,upper class,0.7454327103696547,False,after 2015,False,False,32765,9000.0,sedan,0,0,0,False
859453,26-39,male,majority,10-19y,university,middle class,0.53257435224505,True,before 2015,True,True,10238,13000.0,sedan,1,0,2,False
466578,26-39,female,majority,10-19y,high school,middle class,0.5267473391434415,True,after 2015,False,True,10238,14000.0,sedan,0,0,0,False
998214,16-25,female,minority,0-9y,none,poverty,0.4124517461654282,False,before 2015,False,False,10238,14000.0,sedan,0,0,0,True
828462,40-64,male,majority,20-29y,high school,working class,0.3871071449018297,False,before 2015,False,True,10238,16000.0,sedan,0,0,6,False
511837,65+,male,majority,10-19y,high school,middle class,0.5499938678343249,True,before 2015,True,True,32765,9000.0,sedan,3,1,1,False
554995,16-25,male,majority,0-9y,university,upper class,0.5853420947575604,True,before 2015,True,True,10238,12000.0,sports car,0,0,0,True
680717,65+,male,majority,30y+,none,middle class,0.5987396054343311,True,before 2015,True,True,10238,14000.0,sedan,6,1,3,False
978021,40-64,male,majority,20-29y,university,upper class,0.6026557000791793,True,after 2015,True,True,10238,7000.0,sedan,4,0,6,False
509815,26-39,female,majority,0-9y,high school,working class,0.5114570584803535,True,after 2015,True,True,32765,,sedan,0,0,0,False
6676,40-64,female,majority,20-29y,high school,upper class,0.5586591735288894,False,before 2015,False,True,10238,15000.0,sedan,3,0,2,False
362280,40-64,male,majority,10-19y,high school,working class,0.6284070137170304,False,before 2015,False,False,10238,13000.0,sedan,0,0,0,True
883018,40-64,male,majority,0-9y,high school,working class,0.5057903732571783,True,before 2015,False,True,10238,13000.0,sedan,0,0,0,False
889355,26-39,female,majority,10-19y,university,upper class,0.7268184180645275,True,before 2015,True,True,10238,15000.0,sedan,2,0,0,False
198273,65+,male,majority,20-29y,university,upper class,0.6904423335733175,True,after 2015,True,True,32765,9000.0,sedan,8,0,2,False
197763,40-64,male,majority,20-29y,university,upper class,0.4796771646619314,False,after 2015,True,False,10238,14000.0,sedan,1,0,2,False
55670,26-39,male,majority,10-19y,university,upper class,,True,after 2015,True,True,10238,11000.0,sedan,3,1,0,False
545941,40-64,female,majority,20-29y,none,working class,0.4405592041968235,True,after 2015,True,True,10238,11000.0,sedan,1,0,2,False
814196,16-25,female,majority,0-9y,none,middle class,0.634052597196068,True,before 2015,False,True,32765,,sedan,0,0,0,True
560160,16-25,female,majority,0-9y,high school,poverty,0.4574695879943666,False,before 2015,False,False,10238,,sedan,0,0,0,False
320444,26-39,male,majority,0-9y,none,poverty,0.3086490182004943,False,before 2015,False,True,10238,14000.0,sedan,0,0,0,False
305793,16-25,male,majority,0-9y,high school,poverty,0.2458351852340737,False,before 2015,True,True,10238,11000.0,sedan,0,0,0,True
362190,16-25,male,majority,0-9y,high school,poverty,0.3056465190413162,False,before 2015,False,False,10238,14000.0,sedan,0,0,0,True
62647,26-39,male,majority,10-19y,high school,upper class,0.7440140862681482,True,before 2015,False,False,10238,13000.0,sedan,2,0,1,False
296948,40-64,male,majority,10-19y,university,upper class,0.6704645467899408,True,after 2015,True,True,10238,14000.0,sedan,0,0,0,False
673660,65+,female,majority,30y+,high school,upper class,0.6830407984824192,False,after 2015,True,True,10238,10000.0,sedan,4,1,3,False
945867,16-25,male,majority,0-9y,university,middle class,0.828628569053192,True,before 2015,False,False,10238,13000.0,sedan,0,0,0,True
391880,65+,male,majority,30y+,none,middle class,,True,before 2015,True,True,32765,10000.0,sedan,12,2,2,False
241973,65+,female,majority,30y+,high school,upper class,0.6293380939717407,True,before 2015,True,False,10238,11000.0,sedan,2,0,2,False
429503,16-25,male,majority,0-9y,high school,poverty,0.28372421050714,False,before 2015,False,True,10238,15000.0,sedan,0,0,0,True
810013,16-25,male,majority,0-9y,university,working class,0.4576486815858435,True,after 2015,False,False,10238,14000.0,sports car,0,0,0,True
663458,16-25,female,majority,0-9y,high school,poverty,0.3049876423937953,False,before 2015,False,False,10238,15000.0,sedan,0,0,0,True
879976,16-25,male,majority,0-9y,high school,working class,0.5517442884135392,False,before 2015,True,True,32765,10000.0,sedan,0,0,0,True
418841,16-25,male,minority,0-9y,none,poverty,0.3186855562451054,True,before 2015,True,False,32765,9000.0,sedan,0,0,0,True
542236,26-39,male,minority,10-19y,none,working class,0.436944194154781,True,before 2015,False,False,10238,12000.0,sedan,3,0,0,False
937573,40-64,male,majority,10-19y,university,upper class,0.6291939843221722,True,before 2015,True,True,32765,7000.0,sedan,5,0,1,False
670850,16-25,male,majority,0-9y,university,working class,0.4055600158887265,True,before 2015,False,False,10238,17000.0,sedan,0,0,0,True
151252,16-25,male,majority,0-9y,university,middle class,0.6235462115803201,True,before 2015,True,False,10238,11000.0,sedan,0,0,0,False
706349,65+,male,majority,10-19y,university,upper class,0.7270329897821235,True,before 2015,True,True,10238,10000.0,sedan,1,1,2,False
602998,65+,male,majority,20-29y,none,working class,0.426828388879915,True,before 2015,True,False,10238,14000.0,sedan,3,1,7,False
242772,26-39,female,majority,10-19y,none,middle class,0.5036589704487734,True,before 2015,False,True,10238,10000.0,sedan,1,2,0,False
393449,26-39,female,majority,10-19y,high school,middle class,,False,before 2015,False,False,10238,12000.0,sedan,2,0,0,False
380740,65+,male,majority,30y+,university,upper class,0.7264400018455291,True,after 2015,True,True,10238,7000.0,sedan,2,0,3,False
938115,16-25,female,majority,0-9y,none,poverty,0.2444900931240796,False,before 2015,False,True,32765,,sedan,0,0,0,True
727943,16-25,male,majority,0-9y,university,middle class,0.5757707974509628,True,before 2015,False,False,10238,11000.0,sedan,0,0,0,True
766309,16-25,male,majority,0-9y,high school,poverty,,False,before 2015,False,False,10238,10000.0,sports car,0,0,0,True
261229,16-25,male,majority,0-9y,university,working class,0.468671965728324,True,after 2015,False,True,32765,9000.0,sedan,0,0,0,True
60866,65+,male,majority,20-29y,university,upper class,0.6970834558464781,False,after 2015,False,True,10238,13000.0,sedan,3,0,2,False
752797,40-64,female,majority,20-29y,high school,working class,0.5429181079423034,True,before 2015,False,False,10238,15000.0,sedan,1,1,0,False
45002,65+,male,majority,30y+,high school,upper class,0.6722562535141292,True,before 2015,True,True,10238,9000.0,sedan,4,1,2,False
482448,16-25,male,majority,0-9y,none,poverty,0.3864066185703315,False,before 2015,False,False,32765,8000.0,sedan,0,0,0,True
549142,16-25,male,majority,0-9y,university,middle class,0.5512978330713669,True,before 2015,True,True,10238,12000.0,sedan,0,0,0,True
95138,40-64,male,majority,20-29y,high school,middle class,0.5985570254244251,False,after 2015,True,False,10238,14000.0,sedan,4,1,4,False
851152,26-39,female,majority,10-19y,none,working class,,False,before 2015,True,True,10238,,sedan,0,0,1,False
615991,40-64,female,majority,20-29y,high school,upper class,0.5824219946087406,True,after 2015,True,True,10238,11000.0,sedan,2,0,1,False
424820,26-39,female,minority,10-19y,high school,middle class,0.540182723180248,True,before 2015,True,True,10238,,sedan,0,0,1,False
807847,65+,male,majority,20-29y,university,upper class,0.6330139475122963,True,after 2015,False,True,10238,14000.0,sedan,3,1,4,False
758983,40-64,male,majority,20-29y,high school,middle class,0.552204630296896,True,after 2015,True,False,32765,12000.0,sedan,6,0,3,False
987114,26-39,female,majority,0-9y,university,middle class,0.3266816101781183,False,before 2015,False,False,10238,16000.0,sedan,0,0,0,True
873457,40-64,male,minority,20-29y,high school,middle class,0.5880825424047316,True,before 2015,True,True,10238,13000.0,sedan,7,1,1,False
699703,65+,female,majority,0-9y,university,upper class,0.7022748020975709,False,before 2015,True,True,92101,10000.0,sedan,0,0,0,True
563342,65+,female,majority,0-9y,university,upper class,0.7266055391975765,True,before 2015,False,True,10238,13000.0,sedan,0,0,0,False
504412,26-39,male,majority,10-19y,university,working class,,False,before 2015,True,True,10238,12000.0,sedan,3,2,3,True
284106,65+,male,majority,30y+,university,upper class,0.73238212135242,True,before 2015,True,True,10238,12000.0,sedan,5,1,5,False
78189,16-25,female,majority,0-9y,none,poverty,0.2012839211827758,True,before 2015,False,False,32765,12000.0,sedan,0,0,0,True
427520,26-39,male,majority,10-19y,university,middle class,0.4641607076311848,False,before 2015,False,False,10238,16000.0,sedan,0,1,0,False
689030,40-64,female,majority,20-29y,university,upper class,0.6579677428053038,True,after 2015,True,False,92101,13000.0,sedan,1,0,1,False
966467,65+,male,majority,30y+,university,upper class,0.6002161554309658,True,before 2015,True,True,10238,13000.0,sedan,5,2,4,False
288712,65+,male,majority,30y+,university,upper class,0.6663760181644964,True,after 2015,True,True,10238,12000.0,sedan,3,0,7,False
228114,26-39,male,majority,0-9y,high school,working class,0.4031472802313768,True,before 2015,True,True,10238,10000.0,sedan,0,0,0,False
63715,65+,male,majority,20-29y,university,upper class,0.4169350441301069,True,before 2015,False,True,10238,13000.0,sedan,5,1,5,False
624077,65+,female,majority,30y+,none,upper class,0.5948797136778915,True,before 2015,True,True,32765,8000.0,sports car,10,0,1,False
726352,26-39,male,minority,10-19y,none,poverty,0.3804265034620669,False,before 2015,True,True,10238,16000.0,sedan,1,0,1,False
150072,16-25,female,majority,0-9y,none,poverty,,False,before 2015,False,False,21217,14000.0,sedan,0,0,0,True
792396,65+,female,majority,30y+,university,upper class,0.680617632406099,True,before 2015,True,True,10238,12000.0,sedan,1,2,2,False
768933,40-64,male,minority,0-9y,high school,working class,0.3559504699938693,True,before 2015,False,True,10238,16000.0,sedan,0,0,0,True
452356,40-64,female,majority,10-19y,none,middle class,,True,before 2015,False,True,32765,10000.0,sedan,2,0,0,False
849811,65+,female,minority,30y+,high school,upper class,0.587831426389767,True,after 2015,True,False,32765,,sports car,3,0,1,False
579336,65+,female,majority,10-19y,university,upper class,0.5733880426029547,True,after 2015,True,True,10238,10000.0,sedan,0,0,2,False
648922,16-25,male,majority,0-9y,university,middle class,0.2964062828237805,True,before 2015,False,False,10238,13000.0,sedan,0,0,0,True
47909,65+,male,majority,10-19y,university,upper class,0.4295096986208441,True,before 2015,True,True,10238,10000.0,sedan,1,0,4,False
619577,65+,female,majority,30y+,university,upper class,0.6885687186194461,True,after 2015,False,True,92101,11000.0,sedan,2,0,0,False
212678,65+,female,majority,20-29y,university,upper class,0.700017431968704,True,after 2015,False,True,32765,13000.0,sedan,1,0,1,False
579720,26-39,male,majority,10-19y,university,working class,0.4495886310379405,False,before 2015,False,True,10238,,sports car,0,0,1,True
995884,40-64,female,majority,20-29y,university,upper class,0.6900455818778344,True,after 2015,True,False,10238,11000.0,sedan,2,1,1,False
226326,40-64,female,minority,10-19y,university,working class,0.4960298730510012,True,after 2015,False,False,10238,13000.0,sedan,0,0,1,False
943922,26-39,male,majority,10-19y,university,upper class,0.6563457625165399,False,after 2015,True,True,32765,6000.0,sedan,8,0,0,False
510116,40-64,male,majority,0-9y,high school,middle class,0.4983566259941653,True,after 2015,False,True,10238,12000.0,sedan,0,0,0,False
536546,16-25,female,majority,0-9y,university,middle class,0.5463825431033477,True,before 2015,True,True,10238,12000.0,sedan,0,0,0,False
75592,40-64,female,majority,10-19y,high school,working class,0.3158628767091658,True,before 2015,False,True,10238,11000.0,sedan,0,0,1,False
487116,26-39,male,majority,10-19y,none,working class,0.5300643171181573,True,before 2015,False,False,10238,,sedan,1,0,2,True
936820,26-39,female,majority,10-19y,high school,working class,0.3578391720711443,True,before 2015,False,True,32765,12000.0,sedan,1,0,0,True
634050,65+,male,majority,10-19y,university,upper class,0.672756052841708,True,after 2015,True,True,10238,9000.0,sedan,1,0,2,False
307397,40-64,male,majority,20-29y,university,upper class,0.7419993760301162,True,after 2015,False,True,10238,,sedan,2,0,2,False
558748,65+,female,majority,30y+,university,upper class,0.6226519789949738,True,after 2015,True,True,10238,11000.0,sedan,1,0,0,False
856630,16-25,female,majority,0-9y,high school,middle class,0.4801406677163008,False,after 2015,False,False,32765,14000.0,sedan,0,0,0,True
200009,65+,male,majority,30y+,university,upper class,0.6787954309829434,True,after 2015,True,True,10238,11000.0,sedan,5,1,3,False
784462,65+,male,majority,30y+,university,upper class,,True,before 2015,True,True,32765,10000.0,sedan,13,1,6,False
792252,40-64,female,majority,20-29y,university,upper class,0.5152467080125883,True,after 2015,False,True,10238,12000.0,sedan,2,0,1,False
462586,26-39,male,majority,10-19y,none,working class,0.4899205986325767,True,before 2015,False,True,10238,13000.0,sedan,3,0,1,False
577965,65+,male,majority,30y+,high school,middle class,0.4219579486132668,True,before 2015,False,True,10238,11000.0,sedan,4,0,6,False
818248,40-64,male,majority,20-29y,university,upper class,0.5843548496662949,True,before 2015,False,False,10238,,sedan,1,0,2,False
491438,16-25,male,majority,0-9y,none,poverty,,False,before 2015,False,False,10238,9000.0,sedan,0,0,0,True
896587,65+,female,majority,30y+,high school,upper class,0.5581569698935803,True,after 2015,False,True,10238,14000.0,sedan,0,0,0,False
431538,16-25,male,majority,0-9y,high school,poverty,0.19414954837432,False,before 2015,True,False,10238,12000.0,sports car,0,0,0,True
164516,16-25,male,majority,0-9y,high school,poverty,0.3004973303903779,False,before 2015,False,False,10238,13000.0,sedan,0,0,0,True
479577,40-64,female,majority,20-29y,university,upper class,0.6670906918498556,True,after 2015,True,True,10238,7000.0,sedan,4,0,0,False
395233,40-64,male,majority,0-9y,high school,upper class,0.6130724079074048,True,before 2015,True,False,10238,,sedan,0,0,0,True
221838,40-64,male,majority,10-19y,university,upper class,,True,after 2015,True,False,10238,11000.0,sedan,3,0,2,False
938476,26-39,male,minority,10-19y,high school,middle class,0.5952817629709132,True,before 2015,True,True,32765,8000.0,sedan,1,0,1,False
112454,26-39,male,majority,0-9y,none,poverty,0.3482357882933829,False,before 2015,True,True,32765,7000.0,sedan,0,0,0,True
91246,26-39,male,majority,10-19y,high school,working class,0.3566396714745861,True,after 2015,True,True,10238,8000.0,sedan,3,0,1,False
2743,26-39,female,majority,10-19y,none,working class,0.3486591269429803,False,before 2015,True,False,21217,12000.0,sedan,0,0,0,True
248888,40-64,male,majority,0-9y,high school,middle class,0.5594684860915574,True,before 2015,False,True,32765,12000.0,sedan,0,0,0,True
195523,16-25,male,majority,0-9y,high school,poverty,0.514483730987584,False,before 2015,False,False,10238,12000.0,sedan,0,0,0,True
981926,40-64,female,majority,20-29y,university,upper class,0.5626384060668865,True,after 2015,False,True,10238,13000.0,sedan,2,1,0,False
593426,40-64,male,majority,20-29y,university,middle class,0.5717246252857962,True,before 2015,False,True,32765,15000.0,sedan,2,2,1,False
235574,65+,female,majority,30y+,university,upper class,0.6510078690171576,True,after 2015,True,True,10238,12000.0,sedan,5,0,2,False
440993,16-25,male,majority,0-9y,university,working class,0.3707348173567914,True,before 2015,False,False,10238,12000.0,sedan,0,0,0,True
446993,16-25,male,majority,0-9y,high school,poverty,0.3051450776813433,True,before 2015,False,False,10238,14000.0,sedan,0,0,0,False
82684,26-39,male,majority,10-19y,university,upper class,0.5744144216758436,True,before 2015,False,False,32765,,sedan,2,0,5,True
301242,26-39,female,majority,10-19y,university,middle class,0.4500145680826032,True,before 2015,False,True,10238,13000.0,sedan,1,0,1,False
784122,26-39,male,majority,10-19y,university,upper class,0.6364490959261638,True,before 2015,True,True,10238,,sedan,0,1,4,False
884967,65+,male,majority,30y+,university,upper class,0.4576717029360895,False,before 2015,True,True,10238,,sedan,4,0,8,False
7722,26-39,female,minority,0-9y,high school,poverty,0.3357473732007096,False,before 2015,False,True,10238,15000.0,sedan,0,0,0,True
278557,26-39,female,majority,10-19y,none,poverty,0.3186947648911332,False,before 2015,False,True,32765,,sports car,1,2,0,False
123443,26-39,male,majority,10-19y,university,upper class,0.5578403271955679,True,after 2015,True,True,10238,10000.0,sedan,2,0,0,False
112143,16-25,female,majority,0-9y,none,working class,0.1924274124285441,False,before 2015,False,True,32765,11000.0,sedan,0,0,0,True
912138,26-39,male,majority,10-19y,university,working class,0.3528243251354439,False,before 2015,True,True,32765,11000.0,sports car,6,1,3,True
601305,65+,female,majority,0-9y,university,upper class,0.647569234863379,False,after 2015,True,True,10238,11000.0,sedan,0,0,0,True
602274,16-25,female,majority,0-9y,high school,middle class,0.4572362634438549,True,after 2015,False,False,92101,10000.0,sedan,0,0,0,False
352099,26-39,male,majority,10-19y,none,middle class,0.5042469291759577,True,before 2015,False,True,10238,13000.0,sedan,0,0,1,False
660400,16-25,male,majority,0-9y,high school,poverty,0.3749625006784157,True,before 2015,False,True,10238,15000.0,sedan,0,0,0,True
267614,16-25,female,majority,0-9y,university,upper class,0.6603156212983624,True,before 2015,False,True,10238,11000.0,sports car,0,0,0,False
974380,40-64,female,majority,20-29y,high school,upper class,0.4169178873741152,True,before 2015,False,True,32765,12000.0,sedan,3,0,0,False
346585,26-39,female,majority,10-19y,high school,upper class,0.6350840347750659,True,before 2015,True,False,10238,17000.0,sedan,0,1,0,False
536135,26-39,male,majority,10-19y,high school,middle class,0.4049288507406456,True,before 2015,True,True,92101,11000.0,sedan,2,0,0,False
75569,40-64,female,majority,20-29y,high school,upper class,0.4956283926329951,False,after 2015,True,False,10238,11000.0,sedan,2,0,0,False
415320,16-25,male,majority,0-9y,none,poverty,0.3921778349659278,False,before 2015,True,False,10238,,sedan,0,0,0,True
645135,40-64,female,majority,10-19y,high school,upper class,0.5149450496137513,True,after 2015,True,True,10238,11000.0,sedan,0,0,2,False
421596,65+,male,majority,30y+,university,upper class,0.5032225392796313,True,after 2015,True,True,10238,9000.0,sedan,6,2,10,False
